huespedes,dormitorios,camas,baños,precio_eur,valoracion,alojamiento,limpieza,llegada_autonoma,ubicacion_fantastica,wifi,cocina,lavadora,aire,secador,frigorifico,ciudad,nombre,urls
2,1,1,1,69,4.91,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,"Nr.13 UNIQUE,QUIET,STYLISH in the heart of Seville",https://www.airbnb.es/rooms/17485347?adults=1&children=0&infants=0&check_in=2022-06-03&check_out=2022-06-05&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
4,2,2,1,62,4.7,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Apartament Imperial Sevilla City Center,https://www.airbnb.es/rooms/23178520?adults=1&children=0&infants=0&check_in=2022-02-04&check_out=2022-02-06&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
4,1,2,1,69,4.74,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,"CENTRO DE SEVILLA, junto Las Setas Parasol",https://www.airbnb.es/rooms/16559038?adults=1&children=0&infants=0&check_in=2022-07-08&check_out=2022-07-10&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
4,1,3,1,55,4.88,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Apartamento Baños EXPO92,https://www.airbnb.es/rooms/23630653?adults=1&children=0&infants=0&check_in=2022-01-07&check_out=2022-01-09&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
4,1,2,1,70,4.85,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,BONITO APTO A ESTRENAR CON TERRAZA COMUN Y WIFI,https://www.airbnb.es/rooms/23969899?adults=1&children=0&infants=0&check_in=2022-03-25&check_out=2022-03-27&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
2,1,1,1,48,4.86,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Estudio en Sevilla centro historico,https://www.airbnb.es/rooms/9618589?adults=1&children=0&infants=0&check_in=2022-03-18&check_out=2022-03-20&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
2,1,2,1,25,4.0,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,HABITACIÓN EN EL CENTRO HISTÓRICO DE LA CIUDAD,https://www.airbnb.es/rooms/34858669?adults=1&children=0&infants=0&check_in=2022-01-21&check_out=2022-01-23&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
2,1,1,1,51,4.86,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,No cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Suite habitación doble (baño y salón privado),https://www.airbnb.es/rooms/23698971?adults=1&children=0&infants=0&check_in=2022-02-04&check_out=2022-02-06&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
4,1,2,1,50,4.76,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Estudio 4 plazas nuevo en el centro junto a AVE,https://www.airbnb.es/rooms/38996500?adults=1&children=0&infants=0&check_in=2022-01-21&check_out=2022-01-23&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
4,1,1,1,60,4.71,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Apartamento con encanto en juderia,https://www.airbnb.es/rooms/23866833?adults=1&children=0&infants=0&check_in=2022-01-07&check_out=2022-01-09&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
6,2,4,1,56,4.07,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,"Marques 3 - TERRAZA CENTRO, (WIFI )",https://www.airbnb.es/rooms/4993932?adults=1&children=0&infants=0&check_in=2022-07-22&check_out=2022-07-24&previous_page_section_name=1000&federated_search_id=34fbf6a6-97fc-4184-aacf-5cba91554512
2,1,2,1,48,5.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Premium al lado de la Giralda,https://www.airbnb.es/rooms/43521385?adults=1&children=0&infants=0&check_in=2022-01-21&check_out=2022-01-23&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
4,1,2,1,50,4.49,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,CASA CANTABRIA.Perfecta Localización.,https://www.airbnb.es/rooms/13545292?adults=1&children=0&infants=0&check_in=2022-11-18&check_out=2022-11-20&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
4,0,2,1,49,4.71,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Hispalis apartment,https://www.airbnb.es/rooms/16248735?adults=1&children=0&infants=0&check_in=2022-02-18&check_out=2022-02-20&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
2,1,1,1,38,4.76,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,"De matrimonio A/A Frio/Calor. Limpia, desinfectada",https://www.airbnb.es/rooms/10128523?adults=1&children=0&infants=0&check_in=2022-03-04&check_out=2022-03-06&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
2,1,2,1,50,4.83,Habitación privada,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,HABITACION PRIVADA B-2 EN CASA SEÑORIAL SEVILLANA,https://www.airbnb.es/rooms/33385487?adults=1&children=0&infants=0&check_in=2022-03-11&check_out=2022-03-13&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
2,1,1,1,90,4.92,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,El Escondite de la calle Aire. Un romántico apartamento en el corazón de Sevilla,https://www.airbnb.es/rooms/plus/29537056?adults=1&children=0&infants=0&check_in=2022-04-01&check_out=2022-04-03&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
2,1,2,1,60,4.96,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,El Loft de Julia,https://www.airbnb.es/rooms/51446087?adults=1&children=0&infants=0&check_in=2022-10-07&check_out=2022-10-09&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
2,0,1,1,56,4.87,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Loft in the historic city centre of Seville,https://www.airbnb.es/rooms/20915151?adults=1&children=0&infants=0&check_in=2022-01-28&check_out=2022-01-30&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
4,1,4,1,56,4.84,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Loft en el centro de Sevilla,https://www.airbnb.es/rooms/17261704?adults=1&children=0&infants=0&check_in=2022-05-20&check_out=2022-05-22&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
2,1,1,1,29,4.72,Habitación privada,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Casa céntrica con encanto,https://www.airbnb.es/rooms/9331498?adults=1&children=0&infants=0&check_in=2022-01-14&check_out=2022-01-16&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
2,1,1,1,43,4.88,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Ático en casa familiar - Centro Histórico,https://www.airbnb.es/rooms/18529698?adults=1&children=0&infants=0&check_in=2022-04-08&check_out=2022-04-10&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
1,1,1,1,18,4.97,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,"Cerca de Plaza España, Virgen del Rocío, Parque",https://www.airbnb.es/rooms/40436417?adults=1&children=0&infants=0&check_in=2022-11-11&check_out=2022-11-13&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
6,1,5,1,80,5.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Solárium en Ático duplex .Home Francos 22.,https://www.airbnb.es/rooms/41730922?adults=1&children=0&infants=0&check_in=2022-05-27&check_out=2022-05-29&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
4,1,2,1,50,4.89,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Loft 4 plazas nuevo en el centro junto a Ave,https://www.airbnb.es/rooms/38986728?adults=1&children=0&infants=0&check_in=2022-02-11&check_out=2022-02-13&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
2,1,1,1,55,4.71,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,No lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Apartamento Centro-Macarena con patio,https://www.airbnb.es/rooms/14738438?adults=1&children=0&infants=0&check_in=2022-03-18&check_out=2022-03-20&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
1,1,1,1,35,4.74,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Habitación 2 en casa con encanto,https://www.airbnb.es/rooms/1174622?adults=1&children=0&infants=0&check_in=2022-04-08&check_out=2022-04-10&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
4,0,1,1,59,4.5,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,"Center, Studio with POOL in la Judería",https://www.airbnb.es/rooms/11393263?adults=1&children=0&infants=0&check_in=2022-07-01&check_out=2022-07-03&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
4,1,2,1,67,4.4,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Apartamento San Eloy 49,https://www.airbnb.es/rooms/25870370?adults=1&children=0&infants=0&check_in=2022-01-28&check_out=2022-01-30&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
4,1,1,1,65,4.83,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Apartamento en Centro Histórico F,https://www.airbnb.es/rooms/22799212?adults=1&children=0&infants=0&check_in=2022-04-22&check_out=2022-04-24&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
2,1,1,1,69,4.91,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,"Nr.13 UNIQUE,QUIET,STYLISH in the heart of Seville",https://www.airbnb.es/rooms/17485347?adults=1&children=0&infants=0&check_in=2022-04-01&check_out=2022-04-03&previous_page_section_name=1000&federated_search_id=750b4b21-5317-4144-a448-c32aaa0fba9e
4,0,2,1,50,4.71,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Hispalis apartment,https://www.airbnb.es/rooms/16248735?adults=1&children=0&infants=0&check_in=2022-03-11&check_out=2022-03-13&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
4,1,2,1,50,4.89,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Loft 4 plazas nuevo en el centro junto a Ave,https://www.airbnb.es/rooms/38986728?adults=1&children=0&infants=0&check_in=2022-02-11&check_out=2022-02-13&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
2,1,1,1,75,4.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Mercado de Feria y Amores.OldTown- Alameda.Terrace,https://www.airbnb.es/rooms/34114061?adults=1&children=0&infants=0&check_in=2022-09-23&check_out=2022-09-25&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
4,1,4,1,56,4.84,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Loft en el centro de Sevilla,https://www.airbnb.es/rooms/17261704?adults=1&children=0&infants=0&check_in=2022-05-27&check_out=2022-05-29&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
4,1,1,1,85,4.89,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Tradicional corrala en el Arenal,https://www.airbnb.es/rooms/plus/31202827?adults=1&children=0&infants=0&check_in=2022-07-22&check_out=2022-07-24&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
2,1,1,1,45,4.87,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,No cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Private Room in Center of Seville VFT/SE/00726,https://www.airbnb.es/rooms/384727?adults=1&children=0&infants=0&check_in=2022-03-04&check_out=2022-03-06&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
4,1,2,1,61,4.49,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Elegant apt in Salvador.Chic&luminoso-Wifi&Full AC,https://www.airbnb.es/rooms/13500588?adults=1&children=0&infants=0&check_in=2022-07-01&check_out=2022-07-03&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
2,1,2,1,61,4.0,Alojamiento entero,No Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,Apartamento luminoso con terraza,https://www.airbnb.es/rooms/33790903?adults=1&children=0&infants=0&check_in=2021-12-17&check_out=2021-12-19&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
2,1,1,1,85,4.96,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,"Loft contemporáneo, acogedor y tranquilo en el casco antiguo de Sevilla",https://www.airbnb.es/rooms/plus/21606235?adults=1&children=0&infants=0&check_in=2022-08-12&check_out=2022-08-14&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
4,2,3,1,50,4.9,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,APARTAMENTO EN TRIANA DOS DORMITORIOS VFT/SE/02504,https://www.airbnb.es/rooms/21034929?adults=1&children=0&infants=0&check_in=2022-07-15&check_out=2022-07-17&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
4,0,1,1,59,4.5,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,"Center, Studio with POOL in la Judería",https://www.airbnb.es/rooms/11393263?adults=1&children=0&infants=0&check_in=2022-01-07&check_out=2022-01-09&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
2,1,1,1,60,4.8,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Coqueto apartamento(WiFi) Triana,https://www.airbnb.es/rooms/21202564?adults=1&children=0&infants=0&check_in=2022-09-02&check_out=2022-09-04&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
3,1,2,1,69,4.91,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Sevilla,Triana Industrial House 1 (con parking),https://www.airbnb.es/rooms/33461314?adults=1&children=0&infants=0&check_in=2022-02-25&check_out=2022-02-27&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
2,1,1,1,70,4.0,Alojamiento entero,No Limpieza avanzada,Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,Duplex - Corazón de Sevilla *WiFi,https://www.airbnb.es/rooms/7306688?adults=1&children=0&infants=0&check_in=2022-11-25&check_out=2022-11-27&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
2,1,2,1,27,4.81,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Sevilla,HABITACIÓN EN EL CENTRO HISTÓRICO DE LA CIUDAD,https://www.airbnb.es/rooms/34858669?adults=1&children=0&infants=0&check_in=2022-01-07&check_out=2022-01-09&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
2,1,1,1,38,4.76,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Sevilla,"De matrimonio A/A Frio/Calor. Limpia, desinfectada",https://www.airbnb.es/rooms/10128523?adults=1&children=0&infants=0&check_in=2022-11-25&check_out=2022-11-27&previous_page_section_name=1000&federated_search_id=5ad5c92a-6e72-4da1-972e-11980371a27b
