huespedes,dormitorios,camas,baños,precio_eur,valoracion,alojamiento_entero,limpieza,llegada_autonoma,ubicacion_fantastica,cocina,wifi,lavadora,aire_acondicionado,secador,frigorifico
6,2,2,1,145,4.79,1,1,0,1,1,1,0,1,0,1
6,3,3,2,70,4.64,1,0,0,1,1,1,0,1,1,1
2,1,1,1,40,4.73,1,1,1,1,1,1,0,1,0,1
6,2,4,2,191,4.82,1,1,1,1,1,1,0,1,1,1
5,3,3,2,106,4.58,1,1,1,1,1,1,0,1,0,1
2,1,1,1,43,4.84,1,1,1,1,1,1,0,0,1,1
6,2,6,1,150,4.0,1,1,1,1,1,1,1,1,1,1
5,2,3,1,97,4.64,0,0,1,1,1,1,0,1,1,1
4,1,2,1,80,4.62,1,1,1,0,1,1,0,1,1,0
8,3,5,1,150,4.79,1,1,1,0,1,1,0,1,1,0
6,2,4,1,105,4.67,1,1,0,1,0,0,1,0,0,1
4,1,2,1,60,3.33,1,1,1,0,1,1,1,0,0,0
7,3,4,2,115,4.82,1,1,1,1,1,1,0,1,0,1
2,1,1,1,60,4.64,1,0,1,0,0,0,1,0,0,1
7,2,1,1,135,4.4,1,1,0,1,0,0,1,0,0,1
6,2,2,1,84,4.19,1,1,1,1,1,1,0,0,0,1
4,1,2,1,60,3.33,1,1,1,0,1,1,1,0,0,0
6,3,3,1,67,4.78,1,1,0,1,1,1,0,1,0,1
6,2,4,2,222,4.0,1,1,1,1,1,1,0,1,0,1
2,1,1,1,60,4.64,1,0,1,0,0,0,1,0,0,1
6,2,3,1,155,4.96,1,1,1,0,1,1,0,1,1,0
6,3,4,1,70,4.77,1,1,0,1,1,1,0,1,1,0
2,1,1,1,35,4.86,0,1,0,1,1,1,0,1,1,0
6,2,3,2,140,4.81,1,1,0,1,1,1,0,1,0,1
6,2,5,1,121,4.0,1,1,1,1,1,1,0,1,0,1
2,0,2,1,50,4.73,1,0,1,1,1,1,0,1,1,0
6,3,3,3,212,4.22,1,0,1,0,0,0,1,0,0,1
6,2,3,1,45,4.73,1,1,1,1,1,1,0,1,0,1
2,1,1,1,55,4.69,1,1,1,1,1,1,0,1,1,0
5,0,4,1,78,4.4,1,0,1,0,0,1,1,1,1,0
6,2,3,1,79,4.67,1,0,1,1,1,1,0,1,1,1
2,0,1,1,54,4.8,1,1,0,1,1,1,0,1,1,0
5,2,2,2,160,4.74,1,1,0,1,1,1,0,0,1,1
6,2,2,1,116,4.0,1,1,0,1,0,0,1,0,0,1
5,2,2,1,48,4.18,1,1,1,1,1,1,0,0,1,0
5,2,4,1,115,4.73,1,1,0,1,1,1,1,1,1,0
5,3,3,1,166,4.0,1,1,1,0,0,0,1,0,0,1
2,0,1,1,63,4.73,1,1,0,1,1,1,0,0,1,0
6,3,5,2,152,4.73,1,1,1,0,1,1,1,1,1,0
6,3,5,2,107,4.0,1,1,1,0,1,1,0,1,0,1
2,1,1,1,27,4.83,0,1,1,1,1,1,1,1,1,1
6,2,4,1,164,4.0,1,0,1,1,1,1,0,1,1,0
6,2,4,1,90,4.83,1,1,1,0,0,0,1,0,0,1
2,1,1,1,63,4.75,1,1,0,1,1,1,0,0,1,0
6,0,5,1,150,4.11,1,0,1,0,1,1,0,1,0,1
6,3,3,2,199,4.69,1,1,1,1,1,1,0,1,0,1
2,1,1,1,55,4.79,1,0,1,1,0,0,1,0,0,1
6,3,3,3,205,5.0,1,1,1,0,1,1,0,1,1,0
6,3,5,1,90,4.89,1,1,1,1,1,1,0,1,0,1
2,1,1,1,52,4.61,1,1,1,0,1,1,1,1,1,1
6,2,4,1,195,4.75,1,1,1,0,1,1,0,1,1,1
5,2,4,2,75,4.8,1,1,1,1,0,0,1,0,0,1
1,1,1,1,21,4.78,0,1,1,0,1,1,0,0,1,0
6,2,3,1,170,4.77,1,1,1,0,1,1,0,1,1,0
8,3,7,2,128,5.0,1,1,1,1,1,1,0,1,0,1
2,1,4,1,56,4.68,1,1,0,1,1,1,0,1,0,1
6,2,3,2,178,4.85,1,1,1,0,1,1,0,1,1,0
5,4,4,1,90,4.74,1,1,1,1,1,1,0,1,0,1
4,1,1,1,55,5.0,1,1,1,0,1,1,0,1,1,0
6,2,3,1,129,4.65,1,1,1,1,1,1,0,0,1,1
6,3,4,2,103,3.67,1,0,1,1,1,0,0,0,1,1
2,1,1,3,50,4.91,0,1,1,0,0,0,1,0,0,1
6,2,3,2,140,4.83,1,1,1,0,1,1,0,1,1,0
5,2,2,1,70,4.71,1,1,0,1,1,1,0,1,0,1
4,2,3,1,69,4.88,1,1,1,0,1,1,0,1,0,1
6,2,3,1,122,4.86,1,1,0,1,1,1,0,0,0,1
6,3,4,3,110,4.63,1,0,1,1,1,1,0,1,0,1
2,1,1,1,50,5.0,1,1,1,1,1,1,0,1,1,1
5,3,4,1,85,4.63,1,1,1,1,1,1,0,0,0,0
6,2,2,1,116,4.0,1,0,0,1,1,1,0,1,1,1
4,1,2,1,75,4.82,1,1,1,0,1,1,0,1,0,1
6,2,4,2,115,4.91,1,1,0,1,0,0,1,0,0,1
4,2,2,2,84,4.39,1,1,1,0,1,1,1,1,1,0
5,2,2,1,115,4.0,1,0,1,1,1,0,0,1,0,0
5,2,5,1,180,4.71,1,1,0,1,1,1,1,1,0,1
3,0,2,1,72,4.67,1,0,1,1,1,1,0,1,1,0
5,2,4,2,129,4.0,1,1,0,1,1,1,1,1,1,0
6,3,4,2,161,4.58,1,1,1,1,0,0,1,0,0,1
2,1,1,1,38,4.92,0,1,1,1,1,1,0,1,1,1
5,2,4,1,174,4.0,1,1,1,1,1,1,0,1,1,1
6,3,3,1,154,4.56,1,1,1,1,1,1,0,1,0,1
2,1,1,1,63,4.75,1,1,0,1,1,1,0,0,1,0
5,1,3,2,77,4.0,0,0,0,1,1,1,0,1,1,1
6,3,3,2,100,5.0,1,1,0,1,1,1,0,1,1,1
2,1,1,1,55,4.69,1,1,1,1,1,1,0,1,1,0
6,2,3,1,100,3.67,1,1,1,1,1,1,0,1,1,1
8,3,7,1,109,4.82,1,1,1,1,1,1,0,0,1,1
2,1,1,1,40,4.68,0,1,1,0,0,1,1,0,1,1
6,0,5,1,110,3.93,1,0,1,0,1,1,0,1,1,1
6,3,5,1,88,4.63,1,1,1,1,1,1,0,1,0,1
4,1,1,1,82,4.72,1,1,1,1,1,1,1,1,1,0
6,3,3,3,205,5.0,1,1,1,0,1,1,0,1,1,0
2,1,1,1,28,4.57,0,1,1,0,0,0,1,0,0,1
8,3,4,2,238,4.63,1,1,0,1,1,1,0,1,1,1
5,3,3,1,124,4.77,1,1,0,1,1,1,0,1,1,1
5,0,4,1,42,4.43,1,0,1,0,0,1,1,1,1,0
6,2,4,1,195,4.75,1,1,1,0,1,1,0,1,1,1
5,2,3,2,100,4.63,1,1,1,1,1,1,0,1,0,1
1,1,1,1,15,5.0,0,1,1,1,0,0,1,0,0,1
6,2,4,2,185,4.0,1,1,1,1,1,1,0,1,1,1
6,3,4,1,85,4.83,1,1,0,1,1,1,0,1,1,0
4,2,2,1,90,4.94,1,1,1,0,1,1,0,1,1,1
6,3,6,2,180,4.0,1,1,1,1,1,1,0,1,1,1
6,3,4,1,85,4.59,1,0,1,1,1,1,0,1,1,1
6,3,4,2,94,4.37,1,0,1,0,1,1,0,1,1,1
6,2,2,1,145,4.79,1,1,0,1,1,1,0,1,0,1
5,3,3,1,154,4.63,1,0,1,0,1,1,0,1,1,0
2,1,2,1,25,4.85,0,1,1,0,1,1,0,0,1,0
6,2,3,1,228,4.62,1,1,0,1,1,1,0,1,1,0
7,3,5,2,87,4.56,1,0,0,1,1,1,0,0,0,1
4,1,2,1,80,4.62,1,1,1,0,1,1,0,1,1,0
6,2,2,2,140,4.55,1,1,0,1,1,1,0,1,1,1
5,2,4,2,107,4.0,1,0,1,1,0,0,1,0,0,1
2,0,2,1,70,4.86,1,1,1,0,0,0,1,0,0,1
5,2,3,1,55,4.81,1,1,1,1,1,1,0,1,1,0
5,3,4,1,80,4.73,1,1,1,1,1,1,0,1,0,1
2,0,1,1,55,4.81,1,0,1,0,1,1,0,1,1,0
7,3,5,2,125,4.94,1,0,1,0,1,1,0,1,1,1
1,1,1,1,25,4.67,0,1,1,0,1,1,0,1,0,1
6,3,3,1,145,5.0,1,1,1,1,1,1,0,1,1,1
5,3,3,1,138,5.0,1,1,1,0,1,1,0,1,0,1
2,1,1,1,41,4.62,0,0,1,0,0,1,1,1,1,0
5,2,4,1,79,4.25,1,1,1,1,1,1,0,0,0,1
5,2,3,1,105,4.9,1,1,1,0,1,1,0,1,1,0
1,1,1,1,38,4.93,0,0,1,0,1,1,1,1,1,0
6,3,3,3,212,4.22,1,0,1,0,0,0,1,0,0,1
5,1,2,1,138,4.91,1,1,0,1,1,1,0,1,0,1
3,0,2,1,40,4.36,1,1,1,0,1,1,0,1,1,1
8,3,5,2,180,4.42,1,1,1,0,1,1,0,1,1,1
6,3,3,2,95,4.34,1,0,1,1,1,1,0,1,1,1
2,1,1,1,34,4.95,0,1,0,1,1,1,0,1,1,1
6,2,3,2,140,4.98,1,1,1,1,1,1,0,1,1,0
6,3,4,1,90,4.77,1,1,0,1,1,1,0,1,1,0
3,1,2,2,28,4.47,0,1,1,1,0,1,0,0,0,1
6,2,4,1,145,4.81,1,1,1,0,1,1,0,1,1,1
6,2,5,2,110,4.72,1,0,0,0,1,1,1,1,1,1
6,3,5,2,89,4.91,1,1,1,1,1,0,0,1,0,1
5,2,3,2,150,4.68,1,0,0,1,1,1,1,1,1,0
4,2,2,1,69,4.78,1,1,1,0,1,1,0,1,1,0
6,2,3,2,190,4.63,1,1,0,1,1,1,0,1,1,1
2,1,1,1,61,4.73,0,1,0,1,0,0,1,0,0,1
5,2,4,1,174,4.0,1,1,1,1,1,1,0,1,1,1
6,3,4,2,141,4.58,1,1,1,1,0,0,1,0,0,1
3,0,2,1,72,4.73,1,0,0,0,1,1,0,1,1,0
6,2,4,2,170,4.89,1,1,1,0,1,1,0,1,1,1
6,2,3,1,94,4.0,1,1,1,1,1,1,0,1,0,1
2,1,2,1,30,4.91,0,1,1,0,0,1,1,1,0,1
6,3,4,2,160,4.6,1,1,1,0,0,0,1,0,0,1
6,3,3,2,135,4.78,1,1,0,1,1,1,0,1,0,1
1,1,1,1,65,4.6,0,1,1,1,0,1,1,1,1,1
7,2,4,1,152,4.53,1,1,0,1,1,1,0,1,1,0
5,2,4,2,144,4.86,1,1,1,0,0,0,1,0,0,1
2,1,1,1,25,4.7,0,1,1,0,1,1,1,1,1,0
6,2,3,2,200,4.84,1,1,1,0,1,1,0,0,1,0
5,2,4,1,145,4.64,1,1,1,0,1,1,0,1,0,1
2,1,1,1,65,4.88,1,1,1,0,0,0,1,0,0,1
5,3,4,1,85,4.63,1,1,1,1,1,1,0,0,0,0
5,2,4,1,100,4.74,1,1,1,0,1,1,0,1,1,1
2,1,1,1,60,4.77,1,1,1,0,1,1,0,1,1,1
5,2,5,1,161,4.6,1,1,0,1,1,1,0,0,1,0
6,3,5,2,107,4.0,1,1,1,1,1,1,0,1,0,1
5,2,2,1,50,4.18,1,1,1,1,1,1,0,0,1,0
5,3,3,2,85,4.0,1,1,1,1,0,0,1,0,0,1
2,1,1,1,50,4.87,0,1,1,0,0,1,0,1,1,1
8,3,3,1,135,4.22,1,0,1,1,0,0,1,0,0,1
6,3,3,2,70,4.34,1,0,1,1,1,1,0,1,1,1
4,1,2,1,64,4.0,1,1,1,1,1,1,0,1,0,0
6,3,5,2,185,4.88,1,1,1,1,1,1,0,1,1,0
6,2,3,1,78,4.5,1,1,0,1,1,1,0,1,1,0
2,1,1,1,36,4.9,0,1,1,0,1,1,1,1,1,0
6,2,4,2,171,4.73,1,1,1,1,1,1,0,1,1,1
8,4,6,2,240,4.0,1,1,0,1,1,1,0,0,1,1
2,1,1,1,60,4.6,1,1,1,0,1,1,0,1,1,0
5,2,4,1,90,4.0,1,0,1,1,1,1,1,1,1,0
6,3,4,3,110,4.63,1,0,1,1,1,1,0,1,0,1
2,1,1,1,59,4.84,1,1,0,1,0,0,1,0,0,1
6,2,3,1,103,4.57,1,1,1,1,1,1,0,1,0,1
2,1,1,1,39,4.0,0,1,1,1,0,0,1,0,0,1
6,2,4,2,159,4.84,1,1,1,0,1,1,0,1,1,1
5,3,4,1,150,4.8,1,0,1,1,1,1,1,0,1,1
1,1,1,1,20,4.59,0,1,1,0,1,1,0,0,1,1
6,2,3,1,150,4.28,1,0,0,1,1,1,0,1,0,1
2,0,1,1,63,5.0,1,1,0,1,0,0,1,0,0,1
6,3,3,3,230,4.62,1,0,1,0,1,1,0,1,1,1
5,3,3,1,94,4.51,1,1,1,1,1,1,0,1,0,1
1,1,1,1,23,4.91,0,1,1,0,0,1,0,0,0,1
6,2,4,1,209,4.0,1,0,1,1,1,1,0,1,1,1
5,1,3,1,67,3.5,1,0,0,1,1,1,0,0,0,1
2,1,1,1,45,4.64,0,1,1,1,0,1,1,0,1,1
6,2,3,1,175,4.64,1,1,0,1,1,1,0,1,0,1
6,2,2,2,242,4.57,1,1,0,1,1,1,0,1,1,0
2,1,1,1,26,4.85,0,1,1,0,1,1,0,0,1,0
6,2,3,1,170,4.19,1,1,1,1,1,1,0,1,1,1
6,3,4,1,95,4.77,1,1,0,1,1,1,0,1,1,0
2,1,1,1,75,4.89,1,1,1,1,1,1,0,1,1,1
6,2,4,1,209,4.0,1,0,1,1,1,1,0,1,1,1
5,2,4,1,175,4.38,1,1,1,0,1,1,0,0,0,1
2,1,1,1,59,5.0,1,1,1,0,0,0,1,0,0,1
6,2,3,1,175,4.37,1,1,1,1,1,1,0,1,1,1
6,3,5,1,94,4.63,1,1,1,1,1,1,0,1,0,1
2,0,1,1,63,4.86,1,1,0,1,0,0,1,0,0,1
5,3,4,1,119,4.84,1,1,1,1,1,0,0,1,0,0
8,3,5,1,82,4.0,1,0,1,1,1,1,0,1,0,0
2,1,1,1,65,4.0,1,1,1,0,1,1,0,0,1,0
6,3,3,1,190,4.13,1,0,1,1,1,1,0,0,0,0
5,3,3,1,71,4.47,1,0,0,0,1,1,0,1,1,0
2,1,1,1,35,4.85,0,1,1,0,1,1,1,1,1,1
8,3,7,2,218,4.62,1,1,0,1,1,1,0,1,1,0
6,3,5,1,140,4.8,1,1,1,0,1,1,0,1,1,1
5,2,4,2,232,4.81,1,1,1,0,0,0,1,0,0,1
6,3,5,2,115,4.0,1,1,1,1,1,1,0,1,0,1
3,1,1,1,58,4.66,1,0,1,0,1,1,0,1,1,1
7,2,1,1,135,4.4,1,1,0,1,0,0,1,0,0,1
5,2,3,2,175,4.55,1,1,0,1,1,1,0,1,0,1
8,3,5,1,100,4.59,1,1,1,1,1,1,0,1,0,1
2,1,1,1,63,4.84,1,1,0,1,0,1,1,0,1,1
6,2,3,2,110,3.92,1,1,1,1,1,1,0,0,0,0
6,2,3,2,128,4.0,1,1,0,1,1,1,0,0,0,1
2,1,1,1,60,3.69,1,0,1,0,0,0,1,0,0,1
6,2,4,1,212,4.0,1,0,1,1,1,1,0,1,1,0
6,2,4,1,110,4.45,1,1,0,1,1,1,0,1,0,1
3,1,2,1,59,4.56,1,0,1,1,1,1,0,1,0,1
6,2,4,2,185,4.0,1,1,1,1,1,1,0,1,1,1
5,2,1,1,85,4.41,1,0,1,0,0,0,1,0,0,1
2,1,2,1,55,4.83,0,1,1,0,0,1,1,0,1,1
6,2,1,1,150,4.83,1,1,0,1,0,0,1,0,0,1
6,3,5,2,142,4.62,1,0,1,1,1,1,0,1,0,1
3,1,2,1,55,4.62,1,1,1,0,1,1,0,0,1,1
6,2,3,1,140,4.0,1,1,0,1,1,1,0,0,1,1
3,1,2,1,55,4.91,0,1,1,0,0,1,1,1,1,1
5,2,3,1,120,4.69,1,1,1,1,1,1,0,1,1,1
6,1,2,1,90,4.0,1,1,1,1,1,1,1,1,1,0
2,1,2,1,52,4.87,1,1,0,1,1,1,0,1,0,1
8,2,6,1,200,4.56,1,0,0,0,1,1,0,1,1,1
5,2,4,2,117,4.0,1,0,1,1,0,0,1,0,0,1
3,1,2,1,80,4.62,1,1,1,1,1,1,0,1,1,1
6,2,6,1,130,4.0,1,1,0,1,1,1,0,0,1,1
8,3,7,1,125,4.82,1,1,1,1,1,1,0,0,1,1
3,0,1,1,70,4.0,1,1,1,1,1,1,0,1,1,0
6,2,6,2,205,4.0,1,1,0,1,0,0,1,0,0,1
8,3,3,2,174,4.9,1,1,1,1,1,1,0,1,0,1
4,1,1,1,35,4.66,1,0,1,1,0,0,1,0,0,1
6,2,2,2,189,4.96,0,1,1,1,0,0,1,1,0,1
5,2,4,1,95,4.5,1,1,0,1,1,1,0,1,0,1
2,1,1,1,57,4.45,1,0,1,1,1,1,0,1,1,0
5,1,1,1,125,4.72,1,1,1,0,1,1,0,1,1,0
6,3,5,2,179,4.8,1,1,1,0,1,1,0,1,0,1
6,2,3,1,170,4.19,1,1,1,1,1,1,0,1,1,1
5,3,4,1,88,4.67,1,0,1,1,1,1,0,0,0,1
2,1,1,1,45,4.84,0,1,1,0,1,1,0,1,1,1
6,3,5,2,142,4.62,1,0,1,1,1,1,0,1,0,1
2,1,2,1,30,4.91,0,1,1,0,0,1,1,1,0,1
6,2,3,2,110,3.92,1,1,1,1,1,1,0,0,0,0
6,2,3,1,128,4.0,1,1,0,1,1,1,0,0,1,1
3,1,1,1,85,4.68,1,1,1,1,1,1,0,0,1,0
5,2,3,1,172,4.75,1,1,0,1,0,0,1,0,0,1
6,1,2,1,90,4.0,1,1,1,1,1,1,1,1,1,0
2,0,1,1,63,4.82,1,1,0,1,0,0,1,0,0,1
6,3,3,1,200,4.0,1,1,0,1,1,1,0,1,1,0
5,2,4,2,117,4.0,1,0,1,1,0,0,1,0,0,1
1,1,1,1,20,4.59,0,1,1,0,1,1,0,0,1,1
5,3,3,2,248,4.38,1,1,0,1,1,1,0,1,1,0
8,3,3,2,174,4.9,1,1,1,1,1,1,0,1,0,1
2,0,1,1,68,4.68,1,1,1,0,0,0,1,0,0,1
6,2,3,1,210,4.92,1,1,1,0,1,1,0,1,0,1
5,3,4,1,88,4.38,1,0,1,1,1,1,0,1,0,1
2,1,1,1,50,4.99,0,1,1,0,1,1,1,1,1,0
6,3,4,1,149,4.69,1,1,0,1,1,1,0,1,0,1
8,3,4,2,197,5.0,1,1,1,1,0,0,1,0,0,1
2,1,1,1,66,4.0,1,1,1,0,1,1,0,0,1,0
5,2,2,1,184,4.37,1,0,1,1,0,0,1,0,0,1
5,2,4,1,95,4.5,1,1,0,1,1,1,0,1,0,1
3,1,2,1,85,4.97,1,1,1,1,1,1,0,1,1,1
5,0,4,1,78,4.4,1,0,1,0,0,1,1,1,1,0
6,3,5,2,105,4.86,1,1,1,0,1,1,1,0,0,1
4,1,2,1,65,4.79,1,1,1,1,1,1,0,1,1,0
5,2,4,1,115,4.73,1,1,0,1,1,1,1,1,1,0
5,2,2,2,120,3.67,1,1,1,1,0,1,0,1,0,1
3,1,2,1,45,4.91,0,1,1,0,0,1,1,1,1,0
5,3,3,1,140,4.61,1,0,1,0,1,1,0,0,0,1
6,3,4,2,163,4.46,1,1,1,1,1,1,0,1,0,1
2,1,1,2,50,4.0,0,1,0,1,1,1,0,1,1,1
6,2,4,2,170,4.79,1,1,0,1,1,1,0,0,1,1
7,3,3,2,155,4.83,1,1,1,0,1,1,0,1,1,1
2,1,1,1,80,4.95,1,1,1,1,0,0,1,0,0,1
5,2,3,1,55,4.81,1,1,1,1,1,1,0,1,1,0
6,2,3,1,130,4.86,1,1,1,0,1,1,0,1,1,1
2,1,1,1,66,4.43,0,1,0,1,0,1,1,1,1,1
5,2,4,1,79,4.25,1,1,1,1,1,1,0,0,0,1
6,2,2,1,84,4.19,1,1,1,1,1,1,0,0,0,1
2,0,1,1,69,4.67,1,1,1,0,1,1,0,0,1,0
6,2,4,1,173,4.65,1,1,1,0,1,1,0,1,1,1
6,4,5,2,215,4.0,1,0,1,1,1,1,0,1,0,1
4,1,2,1,58,4.57,1,1,1,1,1,1,0,1,1,0
7,3,5,1,207,4.88,1,1,1,0,1,1,0,1,0,1
5,3,3,2,189,4.94,1,1,1,1,1,1,0,1,0,1
1,1,1,1,22,4.43,0,1,1,1,0,0,1,0,0,1
6,1,3,1,153,4.46,1,1,0,1,0,0,1,0,0,1
12,1,6,2,124,4.79,1,1,0,1,1,1,0,1,0,1
2,1,1,1,44,4.12,1,0,1,1,1,1,0,1,0,1
7,2,5,2,185,4.78,1,1,1,0,1,1,0,1,1,1
6,2,4,1,189,4.0,1,1,1,1,1,1,0,1,1,1
2,1,1,1,57,4.45,1,0,1,1,1,1,0,1,1,0
6,2,2,2,173,4.96,1,0,1,1,1,1,0,1,0,1
6,2,4,1,76,4.47,1,1,1,1,1,1,0,1,0,1
2,1,1,1,59,4.89,0,1,1,0,1,1,0,1,1,1
6,2,3,2,140,4.0,1,1,0,1,1,1,0,0,0,1
2,1,1,2,27,4.91,0,1,1,0,1,1,0,0,1,0
6,2,3,2,205,4.97,1,1,0,1,1,1,0,1,0,1
6,2,1,1,90,4.0,1,1,1,1,1,1,0,1,1,1
4,2,2,2,80,4.0,1,1,1,1,1,1,0,1,1,0
5,0,1,1,128,4.53,1,1,0,1,0,0,1,0,0,1
5,2,4,1,100,4.88,1,1,1,0,1,1,0,1,0,1
2,1,1,1,44,4.12,1,0,1,1,1,1,0,1,0,1
5,1,3,1,137,4.75,1,1,0,1,1,1,0,1,1,0
6,3,5,2,95,4.86,1,1,1,0,1,1,1,0,0,1
2,0,1,1,69,4.6,1,1,1,0,1,1,1,1,1,0
6,2,4,2,146,4.97,1,1,0,1,1,1,0,1,1,1
6,3,3,1,65,4.75,1,1,1,1,1,1,0,0,1,1
2,1,1,1,45,4.67,0,1,1,0,1,1,0,0,1,1
6,2,4,2,241,4.0,1,1,1,1,1,1,0,1,1,1
6,2,4,2,115,4.91,1,1,0,1,1,1,0,1,0,1
2,0,1,1,50,4.58,1,0,1,0,0,0,1,0,0,1
10,2,4,3,48,4.0,1,0,0,1,1,1,0,1,1,1
6,2,3,1,87,4.69,1,1,1,1,1,1,0,1,0,1
2,0,1,1,68,4.68,1,1,1,0,0,0,1,0,0,1
8,2,5,2,209,4.0,1,1,1,0,1,1,0,1,0,1
5,2,2,1,129,4.52,1,0,0,1,1,1,0,1,0,1
1,1,1,1,19,4.14,0,1,1,0,0,0,1,0,0,1
6,2,2,1,85,4.0,1,1,1,1,1,1,0,1,1,0
6,3,4,3,45,4.81,1,1,1,0,1,1,0,0,0,1
1,1,1,1,28,4.43,0,0,1,0,1,1,0,0,1,1
6,3,3,1,245,4.77,1,1,1,0,0,0,1,0,0,1
6,3,3,2,173,4.0,1,1,1,1,1,1,0,1,0,1
1,1,1,1,23,4.54,0,0,1,0,1,1,0,0,1,0
6,2,2,2,165,4.85,1,1,1,1,1,1,0,1,1,1
6,3,4,1,150,4.79,0,0,1,0,0,1,0,1,1,1
3,1,1,1,65,4.7,1,1,1,0,1,1,0,1,1,0
6,2,4,1,175,4.68,1,1,0,1,1,1,0,1,0,1
5,2,4,2,80,4.5,1,1,1,1,1,1,0,1,1,1
2,1,1,2,31,4.54,0,0,0,0,0,1,1,0,0,0
6,3,5,1,165,4.97,1,1,1,1,1,1,0,1,0,1
6,2,4,1,105,4.78,1,1,0,1,1,1,0,1,1,0
4,2,3,1,70,4.0,1,1,1,1,1,1,0,1,0,0
5,2,4,1,115,4.58,1,1,1,0,1,1,0,1,0,1
2,1,1,1,37,4.8,0,1,1,0,1,1,0,0,0,0
5,1,3,1,80,5.0,1,1,1,1,0,0,1,0,0,1
5,3,4,1,115,4.97,1,1,1,1,1,1,0,1,0,1
2,1,1,1,28,5.0,0,1,1,0,0,0,1,1,0,1
5,2,4,1,190,4.0,1,1,1,1,1,1,0,1,1,0
6,3,3,1,79,4.81,1,1,0,1,1,1,0,1,0,1
4,1,2,1,63,4.9,1,1,0,1,0,0,1,0,0,1
6,2,3,1,159,4.65,1,1,1,1,1,1,0,0,1,1
5,3,3,1,104,4.63,1,1,1,0,1,1,0,1,1,1
2,1,1,1,63,4.77,1,1,0,1,1,1,0,0,1,0
6,2,2,1,158,4.07,1,0,1,0,1,1,0,1,1,0
6,3,3,1,154,4.56,1,1,1,1,1,1,0,1,0,1
4,1,2,1,55,4.78,1,1,0,1,1,1,0,1,0,1
7,2,4,2,135,4.89,1,1,1,1,1,1,0,1,0,0
5,3,3,2,120,4.69,1,1,1,1,1,1,0,1,0,1
6,3,3,2,135,4.78,1,1,0,1,1,1,0,1,0,1
3,0,2,1,85,4.66,1,1,0,1,1,1,0,1,1,0
8,2,3,2,167,4.75,1,1,1,0,1,1,0,1,1,1
5,2,2,1,129,4.52,1,0,0,1,1,1,0,1,0,1
3,1,2,1,65,4.28,1,0,1,0,1,1,0,1,1,0
6,2,2,1,120,4.62,1,1,1,0,0,0,1,0,0,1
5,4,4,1,80,4.62,1,1,1,1,1,1,0,1,0,1
1,1,1,1,20,5.0,0,1,1,0,0,0,1,0,0,1
6,2,3,2,170,4.0,1,1,1,1,1,1,0,1,1,1
6,3,4,2,135,4.82,1,1,1,1,1,1,0,1,0,1
2,1,1,1,40,4.57,0,0,1,0,0,1,1,0,1,1
6,2,4,1,100,4.84,1,1,1,1,1,1,0,0,0,1
6,4,4,2,70,4.78,1,0,1,1,1,1,0,0,0,1
2,0,1,1,53,4.11,1,1,1,1,1,1,1,0,0,0
7,3,5,1,193,4.88,1,1,1,0,1,1,0,1,0,1
5,3,3,1,160,4.83,1,1,1,0,1,1,0,0,0,1
4,1,2,1,75,4.9,1,1,1,1,1,1,0,1,1,0
6,2,3,1,210,4.92,1,1,1,0,1,1,0,1,0,1
6,3,5,2,142,4.62,1,0,1,1,1,1,0,1,0,1
2,1,1,1,125,4.93,1,1,1,0,0,0,1,0,0,1
5,2,3,1,120,4.85,1,1,1,1,1,1,0,1,0,1
6,3,3,1,65,4.75,1,1,1,1,1,1,0,0,1,1
2,1,1,1,55,3.88,1,0,1,1,0,0,1,0,0,1
8,3,4,1,160,4.26,1,0,1,0,0,0,1,0,0,1
6,3,5,1,140,4.8,1,1,1,0,1,1,0,1,1,1
2,1,1,1,45,4.88,0,1,1,0,0,1,1,0,1,1
6,2,3,2,180,4.95,1,1,1,0,1,1,0,1,1,0
5,3,2,1,170,4.92,1,1,1,1,0,0,1,0,0,1
2,1,1,1,29,4.95,0,1,1,1,1,1,0,1,1,1
6,2,4,2,94,4.0,1,1,0,1,0,0,1,0,0,1
2,1,1,1,49,4.78,1,1,1,1,0,0,1,0,0,1
6,2,4,1,176,4.91,1,1,1,1,1,1,0,1,1,1
6,2,2,1,84,4.19,1,1,1,1,1,1,0,0,0,1
2,1,1,2,29,4.44,0,1,0,1,1,1,1,0,1,0
6,2,2,2,173,4.91,0,1,1,1,0,0,1,1,0,1
6,2,3,1,128,4.0,1,1,0,1,1,1,0,0,1,1
1,1,1,1,23,4.9,0,1,1,1,0,0,1,0,0,1
7,3,3,1,120,4.64,1,0,1,1,1,1,0,1,1,1
5,2,2,2,131,3.67,1,1,1,1,0,1,0,1,0,1
4,1,2,1,70,4.4,1,1,1,0,1,1,0,1,1,0
6,3,4,1,149,5.0,1,1,1,1,1,1,0,1,0,1
5,3,3,1,60,4.75,1,1,1,1,1,1,0,1,1,1
2,0,2,1,53,4.39,1,1,0,1,0,0,1,0,0,1
6,3,4,1,159,4.69,1,1,0,1,1,1,0,1,0,1
6,3,4,1,75,4.77,1,1,1,1,1,1,0,1,1,1
2,1,1,1,49,4.4,0,1,1,0,0,0,1,0,0,1
6,2,6,1,67,4.59,1,0,1,1,1,1,0,1,1,0
2,1,1,1,42,4.45,0,0,1,0,0,0,1,0,0,1
6,3,3,1,110,3.83,1,0,1,1,1,1,0,1,0,1
